Institute ID,Name,City,State,Score,Rank,Stream
IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,89.46,1,Engineering
IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,86.66,2,Engineering
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,83.09,3,Engineering
IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,82.79,4,Engineering
IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,76.88,5,Engineering
IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,76.0,6,Engineering
IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,71.86,7,Engineering
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,71.55,8,Engineering
IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,66.88,9,Engineering
IR-E-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,66.69,10,Engineering
IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,66.22,11,Engineering
IR-E-U-0575,Jadavpur University,Kolkata,West Bengal,65.62,12,Engineering
IR-E-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,65.41,13,Engineering
IR-E-U-0439,Anna University,Chennai,Tamil Nadu,65.34,14,Engineering
IR-E-U-0205,Indian Institute of Technology (Indian School of Mines) Dhanbad,Dhanbad,Jharkhand,64.83,15,Engineering
IR-E-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,64.72,16,Engineering
IR-E-U-0237,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,64.27,17,Engineering
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,63.42,18,Engineering
IR-E-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,63.38,19,Engineering
IR-E-U-0391,"Birla Institute of Technology and Science, Pilani",Pilani,Rajasthan,63.04,20,Engineering
IR-E-U-0025,National Institute of Technology Warangal,Warangal,Telangana,61.72,21,Engineering
IR-E-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,61.56,22,Engineering
IR-E-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,61.29,23,Engineering
IR-E-U-0108,Jamia Millia Islamia,New Delhi,Delhi,61.28,24,Engineering
IR-E-U-0263,National Institute of Technology Calicut,Kozhikode,Kerala,61.19,25,Engineering
IR-E-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,60.97,26,Engineering
IR-E-U-0098,Delhi Technological University,New Delhi,Delhi,60.78,27,Engineering
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,60.61,28,Engineering
IR-E-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,60.35,29,Engineering
IR-E-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,59.91,30,Engineering
IR-E-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,59.86,31,Engineering
IR-E-U-0747,Chandigarh University,Mohali,Punjab,59.82,32,Engineering
IR-E-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,59.16,33,Engineering
IR-E-U-0064,Indian Institute of Technology Patna,Patna,Bihar,58.4,34,Engineering
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,58.24,35,Engineering
IR-E-U-0458,Kalasalingam Academy of Research and Education,Srivilliputhur,Tamil Nadu,58.2,36,Engineering
IR-E-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,58.0,37,Engineering
IR-E-U-0476,Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,57.97,38,Engineering
IR-E-U-0334,Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,57.89,39,Engineering
IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,57.6,40,Engineering
IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,56.93,41,Engineering
IR-E-U-0564,UPES,Dehradun,Uttarakhand,56.65,42,Engineering
IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,56.35,43,Engineering
IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,56.26,44,Engineering
IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,55.67,45,Engineering
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,55.01,46,Engineering
IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,54.29,47,Engineering
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,54.18,48,Engineering
IR-E-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",Howrah,West Bengal,54.17,49,Engineering
IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,54.16,50,Engineering
IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,53.13,51,Engineering
IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,52.96,52,Engineering
IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,52.85,53,Engineering
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,52.54,54,Engineering
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,52.28,55,Engineering
IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,52.12,56,Engineering
IR-E-C-6379,Netaji Subhas University of Technology (NSUT),Delhi,Delhi,51.52,57,Engineering
IR-E-U-0374,Dr. B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,51.11,58,Engineering
IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,SURAT,Gujarat,51.04,59,Engineering
IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,50.65,60,Engineering
IR-E-U-0844,Indian Institute of Technology Tirupati,YERPEDU,Andhra Pradesh,50.58,61,Engineering
IR-E-U-0906,Indian Institute of Technology Jammu,Jammu,Jammu and Kashmir,50.53,62,Engineering
IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,50.37,63,Engineering
IR-E-U-0878,Indian Institute of Technology Palakkad,Palakkad,Kerala,50.24,64,Engineering
IR-E-U-0749,"Manipal University, Jaipur",Jaipur,Rajasthan,50.24,64,Engineering
IR-E-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,50.05,66,Engineering
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,49.92,67,Engineering
IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,49.82,68,Engineering
IR-E-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,49.8,69,Engineering
IR-E-U-0042,University of Hyderabad,Hyderabad,Telangana,49.3,70,Engineering
