,year,stream,inst_id,inst_name,city,state,score,rank,total_duration_UG,total_duration_PG,total_n_male_UG,total_n_male_PG,total_n_female_UG,total_n_female_PG,total_total_strength_UG,total_total_strength_PG,total_same_state_strength_UG,total_same_state_strength_PG,total_other_state_strength_UG,total_other_state_strength_PG,total_other_country_strength_UG,total_other_country_strength_PG,total_econ_backward_UG,total_econ_backward_PG,total_social_backward_UG,total_social_backward_PG,total_tuit_reimb_govt_UG,total_tuit_reimb_govt_PG,total_tuit_reimb_inst_UG,total_tuit_reimb_inst_PG,total_tuit_reimb_prvt_UG,total_tuit_reimb_prvt_PG,total_no_tuit_reimb_UG,total_no_tuit_reimb_PG,total_cap_exp_2020_21_lib,total_cap_exp_2020_21_equip,total_cap_exp_2020_21_asset,total_cap_exp_2020_21_workshop,total_cap_exp_2019_20_lib,total_cap_exp_2019_20_equip,total_cap_exp_2019_20_asset,total_cap_exp_2019_20_workshop,total_cap_exp_2018_19_lib,total_cap_exp_2018_19_equip,total_cap_exp_2018_19_asset,total_cap_exp_2018_19_workshop,total_op_exp_2020_21_maint,total_op_exp_2020_21_salary,total_op_exp_2020_21_seminar,total_op_exp_2019_20_maint,total_op_exp_2019_20_salary,total_op_exp_2019_20_seminar,total_op_exp_2018_19_maint,total_op_exp_2018_19_salary,total_op_exp_2018_19_seminar
358,2022.0,Management,IR-M-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,51.49,46,0.0,2.0,0.0,58.0,0.0,13.0,0.0,71.0,0.0,9.0,0.0,61.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,6552791.0,0.0,0.0,0.0,3982537.0,0.0,0.0,0.0,4673513.0,0.0,52165750.0,84000350.0,15334.0,72206940.0,78084360.0,1639050.0,73459640.0,68342670.0,587886.0
359,2022.0,Management,IR-M-U-0213,Alliance University,Bengaluru,Karnataka,42.18,98,0.0,2.0,0.0,326.0,0.0,225.0,0.0,551.0,0.0,80.0,0.0,471.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,123.0,0.0,0.0,24126284.0,0.0,0.0,0.0,9074542.0,0.0,0.0,0.0,8067349.0,0.0,57637036.0,237175600.0,7321292.0,16920000.0,205920000.0,9564800.0,12100000.0,158380000.0,8540000.0
360,2022.0,Management,IR-M-U-0217,Christ University,Bengaluru,Karnataka,46.29,72,0.0,2.0,0.0,1161.0,0.0,961.0,0.0,2122.0,0.0,447.0,0.0,1672.0,0.0,3.0,0.0,481.0,0.0,132.0,0.0,6.0,0.0,123.0,0.0,7.0,0.0,477.0,0.0,0.0,11956727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18216562.0,258143330.0,329766.0,35860656.0,103565480.0,11905067.0,13352820.0,93482344.0,8152305.0
361,2022.0,Management,IR-M-U-0223,"Jain University, Bangalore",Bengluru,Karnataka,42.48,96,0.0,2.0,0.0,1009.0,0.0,916.0,0.0,1925.0,0.0,952.0,0.0,907.0,0.0,66.0,0.0,82.0,0.0,680.0,0.0,205.0,0.0,22.0,0.0,2.0,0.0,533.0,0.0,0.0,51769650.0,0.0,0.0,0.0,78066136.0,0.0,0.0,0.0,96094230.0,0.0,70581750.0,289825100.0,612620.0,52259984.0,280788220.0,315200.0,44112870.0,218350690.0,5471309.0
362,2022.0,Management,IR-M-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,45.15,76,0.0,2.0,0.0,378.0,0.0,404.0,0.0,782.0,0.0,705.0,0.0,77.0,0.0,0.0,0.0,521.0,0.0,183.0,0.0,546.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,15184488.0,0.0,0.0,0.0,7626370.0,0.0,0.0,0.0,3571984.0,0.0,114417530.0,165747520.0,993097.0,42489700.0,164058200.0,1549421.0,204408780.0,140785100.0,416646.0
363,2022.0,Management,IR-M-U-0263,"National Institute of Technology, Calicut",Kozhikode,Kerala,44.3,84,0.0,2.0,0.0,44.0,0.0,47.0,0.0,91.0,0.0,70.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,45.0,0.0,5.0,0.0,16.0,0.0,1.0,0.0,24.0,0.0,0.0,988218.0,0.0,0.0,0.0,1894422.0,0.0,0.0,0.0,1807213.0,0.0,19634616.0,46725456.0,827690.0,16922172.0,39955320.0,858172.0,16035812.0,38112256.0,820919.0
364,2022.0,Management,IR-M-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,47.73,64,0.0,4.0,0.0,87.0,0.0,99.0,0.0,72.0,0.0,62.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465816.0,0.0,0.0,0.0,7231462.0,0.0,0.0,0.0,2196623.0,0.0,84539030.0,114116080.0,685794.0,101787270.0,170479840.0,3281282.0,136343700.0,153263780.0,4051499.0
365,2022.0,Management,IR-M-U-0306,"Indian Institute of Technology, Bombay",Mumbai,Maharashtra,66.24,11,0.0,2.0,0.0,241.0,0.0,40.0,0.0,281.0,0.0,42.0,0.0,237.0,0.0,2.0,0.0,0.0,0.0,50.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,885704800.0,1142543900.0,0.0,1207683700.0,1089461900.0,0.0,979860740.0,1075318500.0,0.0
366,2022.0,Management,IR-M-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,50.88,48,0.0,2.0,0.0,281.0,0.0,319.0,0.0,600.0,0.0,54.0,0.0,501.0,0.0,45.0,0.0,15.0,0.0,70.0,0.0,25.0,0.0,23.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64896824.0,0.0,0.0,0.0,6822329.0,0.0,91731890.0,285511040.0,20357414.0,98445150.0,272077820.0,19843608.0,46628656.0,226507790.0,15924069.0
367,2022.0,Management,IR-M-U-0373,Chitkara University,Rajpura,Punjab,44.74,80,0.0,2.0,0.0,344.0,0.0,403.0,0.0,747.0,0.0,211.0,0.0,530.0,0.0,6.0,0.0,37.0,0.0,42.0,0.0,7.0,0.0,45.0,0.0,0.0,0.0,27.0,0.0,0.0,23206640.0,0.0,0.0,0.0,10312855.0,0.0,0.0,0.0,4853270.0,0.0,67926970.0,60327756.0,285536.0,56495480.0,69498540.0,1104500.0,30353992.0,46166748.0,163060.0
368,2022.0,Management,IR-M-U-0379,Lovely Professional University,Phagwara,Punjab,54.3,34,0.0,2.0,0.0,742.0,0.0,425.0,0.0,1167.0,0.0,90.0,0.0,1048.0,0.0,29.0,0.0,261.0,0.0,159.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,409.0,0.0,0.0,54123064.0,0.0,0.0,0.0,35770600.0,0.0,0.0,0.0,67091044.0,0.0,136821700.0,96158264.0,727384.0,176844720.0,80272000.0,400339.0,150099740.0,64545704.0,1481409.0
369,2022.0,Management,IR-M-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,57.83,27,0.0,2.0,0.0,356.0,0.0,299.0,0.0,655.0,0.0,170.0,0.0,484.0,0.0,1.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,180.0,0.0,0.0,38250.0,0.0,0.0,0.0,586664.0,0.0,0.0,0.0,0.0,0.0,12910783.0,71107400.0,722393.0,35545496.0,94585144.0,885106.0,39166124.0,81241896.0,1089218.0
370,2022.0,Management,IR-M-U-0439,Anna University,Chennai,Tamil Nadu,50.72,49,0.0,2.0,0.0,100.0,0.0,87.0,0.0,187.0,0.0,183.0,0.0,0.0,0.0,4.0,0.0,14.0,0.0,86.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,113030.0,0.0,0.0,0.0,535077.0,0.0,0.0,0.0,0.0,0.0,401000.0,39655380.0,3550.0,1167660.0,25010208.0,49847.0,590207.0,23675248.0,49505.0
371,2022.0,Management,IR-M-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,66.6,10,0.0,2.0,0.0,164.0,0.0,99.0,0.0,263.0,0.0,129.0,0.0,133.0,0.0,1.0,0.0,21.0,0.0,105.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,78.0,0.0,0.0,900859.0,0.0,0.0,0.0,847234.0,0.0,0.0,0.0,1381532.0,0.0,3150747.0,110795016.0,0.0,5974972.0,105852420.0,2478569.0,5414835.0,105493430.0,2831390.0
372,2022.0,Management,IR-M-U-0467,"National Institute of Technology, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,53.54,39,0.0,2.0,0.0,135.0,0.0,62.0,0.0,197.0,0.0,55.0,0.0,142.0,0.0,0.0,0.0,17.0,0.0,125.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,106.0,0.0,0.0,11600029.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,15761865.0,27868738.0,0.0,19320034.0,20992050.0,0.0,10202962.0,19302764.0,2430000.0
373,2022.0,Management,IR-M-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,49.7,57,0.0,2.0,0.0,364.0,0.0,103.0,0.0,467.0,0.0,282.0,0.0,184.0,0.0,1.0,0.0,111.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,167.0,0.0,0.0,21000000.0,0.0,0.0,0.0,847126.0,0.0,0.0,0.0,0.0,0.0,2590224.0,78867090.0,50982.0,304430.0,60738816.0,0.0,415518.0,44459280.0,116200.0
374,2022.0,Management,IR-M-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,57.43,28,0.0,4.0,0.0,990.0,0.0,1290.0,0.0,30.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2117908.0,0.0,0.0,0.0,17778004.0,0.0,0.0,0.0,27186612.0,0.0,329014560.0,267910640.0,978791.0,562830140.0,286450800.0,3707877.0,566089900.0,285509380.0,1929745.0
375,2022.0,Management,IR-M-U-0498,Babasheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,43.97,87,0.0,2.0,0.0,77.0,0.0,75.0,0.0,152.0,0.0,38.0,0.0,110.0,0.0,4.0,0.0,15.0,0.0,94.0,0.0,29.0,0.0,76.0,0.0,4.0,0.0,0.0,0.0,0.0,2184672.0,0.0,0.0,0.0,2274650.0,0.0,0.0,0.0,1984632.0,0.0,2512360.0,19145424.0,872684.0,2545684.0,16295424.0,1186461.0,2152361.0,15820800.0,1062537.0
376,2022.0,Management,IR-M-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,50.64,50,0.0,2.0,0.0,218.0,0.0,110.0,0.0,328.0,0.0,155.0,0.0,173.0,0.0,0.0,0.0,15.0,0.0,84.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,5128000.0,0.0,0.0,0.0,3078200.0,0.0,0.0,0.0,1447933.0,0.0,4049054.0,68006056.0,1388000.0,1560000.0,55308936.0,760000.0,1524000.0,52031950.0,1726430.0
377,2022.0,Management,IR-M-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,43.95,88,0.0,2.0,0.0,144.0,0.0,133.0,0.0,277.0,0.0,245.0,0.0,32.0,0.0,0.0,0.0,113.0,0.0,134.0,0.0,68.0,0.0,36.0,0.0,7.0,0.0,136.0,0.0,0.0,1676214.0,0.0,0.0,0.0,2013051.0,0.0,0.0,0.0,3417161.0,0.0,5907143.0,57971324.0,224557.0,16219800.0,33820000.0,583200.0,11965000.0,38624476.0,1122659.0
378,2022.0,Management,IR-M-U-0555,Graphic Era University,Dehradun,Uttarakhand,47.31,65,0.0,2.0,0.0,262.0,0.0,279.0,0.0,541.0,0.0,125.0,0.0,412.0,0.0,4.0,0.0,26.0,0.0,48.0,0.0,4.0,0.0,61.0,0.0,4.0,0.0,5.0,0.0,0.0,1200000.0,0.0,0.0,0.0,2098000.0,0.0,0.0,0.0,1424000.0,0.0,118656520.0,29250000.0,500000.0,46407000.0,27496000.0,257000.0,38232000.0,19315000.0,220000.0
379,2022.0,Management,IR-M-U-0560,"Indian Institute of Technology, Roorkee",Roorkee,Uttarakhand,61.76,19,0.0,2.0,0.0,116.0,0.0,7.0,0.0,123.0,0.0,3.0,0.0,120.0,0.0,0.0,0.0,2.0,0.0,68.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,41.0,0.0,0.0,2730144.0,0.0,0.0,0.0,6065948.0,0.0,0.0,0.0,21002000.0,0.0,24186928.0,79202940.0,330508.0,20794396.0,78512810.0,1620839.0,17098000.0,53248000.0,202397.0
380,2022.0,Management,IR-M-U-0564,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,53.22,41,0.0,2.0,0.0,376.0,0.0,175.0,0.0,551.0,0.0,147.0,0.0,404.0,0.0,0.0,0.0,40.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1974600.0,0.0,0.0,0.0,15032654.0,0.0,0.0,0.0,6473075.0,0.0,127677224.0,68019190.0,420797.0,103208320.0,89410510.0,1207979.0,123043760.0,178743780.0,822458.0
381,2022.0,Management,IR-M-U-0573,"Indian Institute of Technology, Kharagpur",Kharagpur,West Bengal,65.15,12,0.0,2.0,0.0,283.0,0.0,36.0,0.0,319.0,0.0,40.0,0.0,279.0,0.0,0.0,0.0,9.0,0.0,132.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,136.0,0.0,0.0,5724204.0,0.0,0.0,0.0,10892601.0,0.0,0.0,0.0,23294884.0,0.0,113038110.0,100863400.0,564097.0,142781150.0,94787270.0,31451.0,123294140.0,98184820.0,1793466.0
382,2022.0,Management,IR-M-U-0643,Galgotias University,Gautam Budh Nagar,Uttar Pradesh,42.63,93,0.0,4.0,0.0,408.0,0.0,454.0,0.0,862.0,0.0,140.0,0.0,700.0,0.0,22.0,0.0,36.0,0.0,256.0,0.0,138.0,0.0,28.0,0.0,18.0,0.0,108.0,0.0,0.0,7800493.0,0.0,0.0,0.0,8565168.0,0.0,0.0,0.0,1193987.0,0.0,29211088.0,84382620.0,1461037.0,35205080.0,72014100.0,709907.0,20738880.0,35548450.0,520767.0
383,2022.0,Management,IR-M-U-0715,XIM University,Bhubaneswar,Odisha,54.1,35,0.0,2.0,0.0,450.0,0.0,279.0,0.0,729.0,0.0,328.0,0.0,401.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,8297451.0,0.0,0.0,0.0,4606498.0,0.0,0.0,0.0,44364624.0,0.0,62403500.0,207212270.0,173055.0,58103004.0,257281010.0,1408266.0,58849904.0,194537070.0,1737578.0
384,2022.0,Management,IR-M-U-0735,BML Munjal University,Gurgaon,Haryana,49.9,54,0.0,2.0,0.0,103.0,0.0,46.0,0.0,149.0,0.0,16.0,0.0,133.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,1366197.0,0.0,0.0,0.0,1405491.0,0.0,0.0,0.0,5428384.0,0.0,49447556.0,76792510.0,826340.0,55936740.0,58243172.0,3137872.0,44735770.0,59404430.0,2792177.0
385,2022.0,Management,IR-M-U-0747,Chandigarh University,Mohali,Punjab,53.23,40,0.0,2.0,0.0,554.0,0.0,766.0,0.0,1320.0,0.0,32.0,0.0,1261.0,0.0,27.0,0.0,176.0,0.0,277.0,0.0,90.0,0.0,325.0,0.0,1.0,0.0,37.0,0.0,0.0,84557960.0,0.0,0.0,0.0,57248452.0,0.0,0.0,0.0,9823840.0,0.0,217137150.0,189786270.0,10174027.0,164318880.0,184714800.0,5176443.0,127239710.0,178025310.0,126270.0
386,2022.0,Management,IR-M-U-0749,"Manipal University, Jaipur",Jaipur,Rajasthan,44.07,85,0.0,2.0,0.0,56.0,0.0,64.0,0.0,120.0,0.0,72.0,0.0,48.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,214397.0,0.0,0.0,0.0,1345000.0,0.0,0.0,0.0,1472000.0,0.0,35518240.0,13383812.0,310351.0,14747257.0,16147304.0,154067.0,17222690.0,15217543.0,92868.0
387,2022.0,Management,IR-M-U-0851,IIHMR University,Jaipur,Rajasthan,43.68,90,0.0,2.0,0.0,100.0,0.0,271.0,0.0,371.0,0.0,55.0,0.0,316.0,0.0,0.0,0.0,2.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,2762074.0,0.0,0.0,0.0,20442980.0,0.0,0.0,0.0,2123484.0,0.0,21100480.0,119653940.0,1748450.0,29728538.0,106752700.0,13094383.0,19013632.0,101823600.0,14704041.0
388,2022.0,Management,IR-M-U-1004,Indian Institute of Management Jammu (IIMJ),Jammu,Jammu and Kashmir,53.58,36,0.0,2.0,0.0,229.0,0.0,82.0,0.0,311.0,0.0,6.0,0.0,305.0,0.0,0.0,0.0,30.0,0.0,177.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,172.0,0.0,0.0,14026218.0,0.0,0.0,0.0,34888550.0,0.0,0.0,0.0,4294327.0,0.0,73306470.0,63526510.0,1844170.0,129692610.0,39853300.0,2179484.0,87922376.0,17568256.0,1468905.0
389,2022.0,Management,IR-M-U-1006,Indian Institute of Management Bodh Gaya,Gaya,Bihar,45.82,73,0.0,2.0,0.0,229.0,0.0,72.0,0.0,301.0,0.0,20.0,0.0,280.0,0.0,1.0,0.0,38.0,0.0,175.0,0.0,15.0,0.0,16.0,0.0,0.0,0.0,182.0,0.0,0.0,10669305.0,0.0,0.0,0.0,12297000.0,0.0,0.0,0.0,4426000.0,0.0,506414300.0,50167576.0,1746500.0,46624000.0,38553000.0,48000.0,35318000.0,22633000.0,76000.0
390,2022.0,Management,IR-M-U-1007,Indian Institute of Management Visakhapatnam,Visakhapatnam,Andhra Pradesh,54.36,33,0.0,2.0,0.0,184.0,0.0,94.0,0.0,278.0,0.0,37.0,0.0,241.0,0.0,0.0,0.0,30.0,0.0,136.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,13014207.0,0.0,0.0,0.0,19797948.0,0.0,0.0,0.0,21719130.0,0.0,88616630.0,111575460.0,1681131.0,110121820.0,86877890.0,10265255.0,87420000.0,65433696.0,7115911.0
391,2022.0,Law,IR-L-C-19328,Symbiosis Law School,Pune,Maharashtra,73.73,3,8.0,1.0,721.0,25.0,957.0,55.0,1678.0,80.0,322.0,30.0,1327.0,47.0,29.0,3.0,53.0,2.0,299.0,15.0,16.0,2.0,248.0,9.0,0.0,0.0,88.0,6.0,28071618.0,5443163.0,2200145.0,0.0,32517384.0,8187706.0,1134969.0,0.0,29616200.0,5090668.0,2259638.0,0.0,231233000.0,210469700.0,13138023.0,260574990.0,206565570.0,23733716.0,259658900.0,153638900.0,23649132.0
392,2022.0,Law,IR-L-C-22215,"Army Institute of Law, Mohali",Mohali,Punjab,47.68,26,5.0,1.0,168.0,4.0,229.0,11.0,397.0,15.0,127.0,4.0,270.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3014990.0,4439002.0,3934507.0,0.0,1790143.0,589032.0,2212311.0,0.0,1592626.0,0.0,7328500.0,0.0,9461083.0,22104840.0,241851.0,14849828.0,21538984.0,380869.0,7236982.0,18571748.0,1140690.0
393,2022.0,Law,IR-L-C-6601,"Sikkim Government Law College, Burtuk",Gangtok,Sikkim,45.92,28,5.0,0.0,99.0,0.0,192.0,0.0,291.0,0.0,269.0,0.0,19.0,0.0,3.0,0.0,17.0,0.0,205.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571052.0,2817574.0,1060528.0,0.0,1981000.0,33200000.0,0.0,150000.0,26031000.0,0.0,2400000.0,21639000.0,0.0
394,2022.0,Law,IR-L-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,55.41,14,5.0,1.0,490.0,16.0,450.0,14.0,940.0,30.0,778.0,26.0,159.0,4.0,3.0,0.0,274.0,4.0,573.0,26.0,1.0,0.0,103.0,2.0,133.0,0.0,610.0,28.0,2331895.0,2577357.0,6153877.0,0.0,2119905.0,2343052.0,5594434.0,0.0,1927186.0,2130047.0,5085849.0,0.0,75661256.0,50690484.0,696551.0,18027994.0,46231364.0,738412.0,10303991.0,36462520.0,349049.0
395,2022.0,Law,IR-L-N-18,Nalsar University of Law,Hyderabad,Telangana,73.05,4,5.0,1.0,358.0,35.0,260.0,33.0,618.0,68.0,123.0,11.0,425.0,50.0,70.0,7.0,34.0,10.0,121.0,17.0,34.0,8.0,25.0,6.0,8.0,0.0,88.0,13.0,38927550.0,6547970.0,13422736.0,0.0,34962440.0,9097045.0,6674449.0,0.0,2987051.0,4998349.0,4219392.0,0.0,220229940.0,107877890.0,1590672.0,207560510.0,97086240.0,24862150.0,200684370.0,103077430.0,15602719.0
396,2022.0,Law,IR-L-U-0078,Panjab University,Chandigarh,Chandigarh,45.21,30,8.0,3.0,1122.0,51.0,1270.0,101.0,2392.0,152.0,437.0,16.0,1955.0,136.0,0.0,0.0,1.0,0.0,643.0,36.0,72.0,1.0,50.0,0.0,0.0,0.0,522.0,35.0,1589219.0,410097.0,1791312.0,0.0,980072.0,0.0,1204510.0,0.0,1634951.0,0.0,1356441.0,0.0,13850.0,99211736.0,123361.0,181650.0,52759364.0,762083.0,728481.0,91101544.0,416220.0
397,2022.0,Law,IR-L-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,49.43,23,5.0,1.0,358.0,13.0,272.0,28.0,630.0,41.0,542.0,28.0,83.0,13.0,5.0,0.0,4.0,2.0,247.0,8.0,10.0,0.0,6.0,0.0,1.0,0.0,234.0,10.0,1284114.0,61073.0,31512.0,0.0,1271227.0,0.0,0.0,0.0,27611300.0,0.0,0.0,0.0,11101091.0,46706340.0,411123.0,10533518.0,41775584.0,341737.0,9195406.0,34168576.0,1493125.0
398,2022.0,Law,IR-L-U-0103,Indian Law Institute,New Delhi,Delhi,45.4,29,0.0,1.0,0.0,194.0,0.0,127.0,0.0,321.0,0.0,167.0,0.0,152.0,0.0,2.0,0.0,6.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1607583.0,5200612.0,309809.0,0.0,1520114.0,443594.0,991170.0,0.0,2051433.0,122511.0,992459.0,0.0,11189265.0,55384796.0,229895.0,12722315.0,56484788.0,937014.0,10218637.0,59740150.0,1103354.0
399,2022.0,Law,IR-L-U-0108,"Jamia Millia Islamia, New Delhi",New Delhi,Delhi,63.62,7,5.0,2.0,161.0,27.0,149.0,33.0,310.0,60.0,57.0,12.0,230.0,48.0,23.0,0.0,238.0,44.0,39.0,11.0,142.0,27.0,58.0,24.0,43.0,4.0,34.0,0.0,1137935.0,1601320.0,108000.0,0.0,196174.0,1322360.0,0.0,0.0,255542.0,1861894.0,30000.0,0.0,9015221.0,54106544.0,50000.0,11863983.0,41439624.0,171237.0,9192569.0,43872916.0,250000.0
400,2022.0,Law,IR-L-U-0111,National Law University,New Delhi,Delhi,73.96,2,10.0,2.0,761.0,57.0,595.0,66.0,1356.0,123.0,238.0,44.0,1090.0,76.0,28.0,3.0,93.0,7.0,228.0,40.0,71.0,1.0,16.0,12.0,0.0,0.0,234.0,34.0,10013717.0,1176061.0,1410636.0,0.0,21345912.0,8016975.0,4737329.0,0.0,29218270.0,5358787.0,5401935.0,0.0,330860300.0,224631490.0,2904983.0,125229270.0,212741800.0,22820864.0,197936820.0,258948770.0,27689048.0
401,2022.0,Law,IR-L-U-0134,Gujarat National Law University,Gandhinagar,Gujarat,63.52,8,5.0,1.0,542.0,29.0,401.0,38.0,943.0,67.0,218.0,16.0,721.0,50.0,4.0,1.0,72.0,6.0,204.0,16.0,14.0,2.0,16.0,6.0,7.0,0.0,239.0,14.0,10763387.0,0.0,9482643.0,0.0,11020736.0,0.0,23134708.0,0.0,6992084.0,0.0,16474886.0,0.0,69264900.0,127509650.0,1342028.0,52112650.0,113136610.0,19984736.0,59441410.0,115920380.0,14950408.0
402,2022.0,Law,IR-L-U-0155,"Amity University Haryana, Gurgaon",Gurugram,Haryana,46.93,27,5.0,1.0,295.0,109.0,201.0,54.0,496.0,163.0,293.0,54.0,203.0,109.0,0.0,0.0,0.0,0.0,124.0,32.0,2.0,0.0,16.0,0.0,0.0,0.0,106.0,32.0,282343.0,250307.0,797605.0,0.0,174408.0,3553654.0,5869510.0,0.0,359587.0,866047.0,2520561.0,0.0,31460100.0,34392016.0,48125.0,37438256.0,30580724.0,430292.0,42788732.0,17868068.0,448885.0
403,2022.0,Law,IR-L-U-0217,Christ University,Bengaluru,Karnataka,53.56,16,5.0,1.0,944.0,28.0,832.0,73.0,1776.0,101.0,628.0,21.0,1136.0,80.0,12.0,0.0,613.0,32.0,123.0,10.0,5.0,0.0,67.0,3.0,3.0,2.0,661.0,37.0,5559395.0,5080842.0,11004776.0,0.0,5887778.0,2547171.0,0.0,0.0,3665581.0,4818537.0,0.0,0.0,16766226.0,84471760.0,303511.0,27891620.0,69663500.0,9259497.0,10253426.0,65913492.0,6260030.0
404,2022.0,Law,IR-L-U-0238,National Law School of India University,Bengaluru,Karnataka,78.0,1,5.0,1.0,303.0,30.0,157.0,20.0,460.0,50.0,32.0,2.0,409.0,48.0,19.0,0.0,60.0,4.0,110.0,12.0,14.0,1.0,17.0,1.0,13.0,0.0,126.0,14.0,3836852.0,0.0,7503827.0,0.0,3227986.0,0.0,4598873.0,0.0,5801754.0,0.0,10301916.0,0.0,112790900.0,152035230.0,2408733.0,117661350.0,164999500.0,513705.0,107897240.0,173047300.0,1074964.0
405,2022.0,Law,IR-L-U-0285,"National Law Institute University, Bhopal",Bhopal,Madhya Pradesh,54.28,15,5.0,3.0,298.0,91.0,295.0,84.0,593.0,175.0,289.0,100.0,290.0,74.0,14.0,1.0,41.0,20.0,162.0,48.0,83.0,14.0,6.0,0.0,5.0,0.0,109.0,54.0,2554272.0,5780475.0,16500288.0,0.0,2375916.0,1421521.0,5988911.0,0.0,1308429.0,0.0,2395973.0,0.0,37729350.0,76672350.0,4557612.0,64045064.0,70196510.0,374386.0,48685536.0,61508296.0,780869.0
406,2022.0,Law,IR-L-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,61.55,11,5.0,1.0,617.0,5.0,735.0,47.0,1352.0,52.0,83.0,4.0,1252.0,41.0,17.0,7.0,0.0,0.0,234.0,10.0,9.0,0.0,12.0,5.0,0.0,0.0,213.0,5.0,13679524.0,29716670.0,14017330.0,0.0,12833065.0,31458116.0,12026865.0,0.0,9044467.0,25654516.0,8224223.0,0.0,40596532.0,148720030.0,9172956.0,69344370.0,136135070.0,3954835.0,57139390.0,100002740.0,4421643.0
407,2022.0,Law,IR-L-U-0358,National Law University,Cuttack,Odisha,48.81,25,5.0,1.0,478.0,16.0,410.0,26.0,888.0,42.0,183.0,15.0,705.0,27.0,0.0,0.0,82.0,0.0,115.0,9.0,52.0,0.0,0.0,0.0,0.0,0.0,145.0,9.0,6207999.0,0.0,1410636.0,0.0,5026976.0,0.0,2698628.0,0.0,4859610.0,50000.0,1071773.0,0.0,118338190.0,81383944.0,1293744.0,118338190.0,73671336.0,14409864.0,15269757.0,65931830.0,16386333.0
