,year,stream,inst_id,inst_name,city,state,score,rank,total_duration_UG,total_duration_PG,total_n_male_UG,total_n_male_PG,total_n_female_UG,total_n_female_PG,total_total_strength_UG,total_total_strength_PG,total_same_state_strength_UG,total_same_state_strength_PG,total_other_state_strength_UG,total_other_state_strength_PG,total_other_country_strength_UG,total_other_country_strength_PG,total_econ_backward_UG,total_econ_backward_PG,total_social_backward_UG,total_social_backward_PG,total_tuit_reimb_govt_UG,total_tuit_reimb_govt_PG,total_tuit_reimb_inst_UG,total_tuit_reimb_inst_PG,total_tuit_reimb_prvt_UG,total_tuit_reimb_prvt_PG,total_no_tuit_reimb_UG,total_no_tuit_reimb_PG,total_cap_exp_2020_21_lib,total_cap_exp_2020_21_equip,total_cap_exp_2020_21_asset,total_cap_exp_2020_21_workshop,total_cap_exp_2019_20_lib,total_cap_exp_2019_20_equip,total_cap_exp_2019_20_asset,total_cap_exp_2019_20_workshop,total_cap_exp_2018_19_lib,total_cap_exp_2018_19_equip,total_cap_exp_2018_19_asset,total_cap_exp_2018_19_workshop,total_op_exp_2020_21_maint,total_op_exp_2020_21_salary,total_op_exp_2020_21_seminar,total_op_exp_2019_20_maint,total_op_exp_2019_20_salary,total_op_exp_2019_20_seminar,total_op_exp_2018_19_maint,total_op_exp_2018_19_salary,total_op_exp_2018_19_seminar
0,2022.0,Engineering,IR-E-C-10342,Chandigarh Engineering College,Sahibzada Ajit Singh Nagar,Punjab,37.37,139,4.0,2.0,3001.0,62.0,2469.0,73.0,5470.0,135.0,1297.0,28.0,4173.0,107.0,0.0,0.0,712.0,18.0,547.0,14.0,453.0,9.0,757.0,8.0,10.0,1.0,39.0,14.0,4184145.0,5508211.0,119055600.0,271291.0,4130154.0,3713406.0,71379930.0,132363.0,2394089.0,5202525.0,45934720.0,111230.0,443772740.0,364603100.0,6355026.0,508310620.0,315291780.0,1981904.0,213787460.0,271018940.0,0.0
1,2022.0,Engineering,IR-E-C-1262,B.M.S. College of Engineering,Bengaluru,Karnataka,41.71,83,4.0,2.0,3841.0,255.0,1599.0,166.0,5440.0,421.0,3988.0,399.0,1044.0,22.0,408.0,0.0,308.0,55.0,1425.0,165.0,756.0,115.0,31.0,12.0,215.0,10.0,731.0,83.0,7535996.0,95589704.0,200037940.0,11688214.0,7115375.0,68716280.0,286819550.0,7389917.0,6144691.0,42070428.0,202157870.0,1962233.0,126825780.0,722458500.0,34429064.0,114519060.0,707956600.0,24560806.0,112928470.0,645294600.0,31655286.0
2,2022.0,Engineering,IR-E-C-1269,R.V. College of Engineering,Bengaluru,Karnataka,40.73,89,4.0,2.0,3684.0,354.0,1245.0,253.0,4929.0,607.0,3520.0,575.0,1388.0,32.0,21.0,0.0,207.0,0.0,1056.0,154.0,357.0,78.0,0.0,0.0,102.0,6.0,804.0,70.0,3242963.0,38563950.0,4635793.0,819401.0,5268361.0,47162212.0,1630679.0,545456.0,3237270.0,67684040.0,5319054.0,441325.0,123287160.0,579484000.0,943939.0,170531140.0,567226800.0,2611330.0,160397060.0,586410200.0,3204000.0
3,2022.0,Engineering,IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,40.24,97,4.0,2.0,2217.0,69.0,1211.0,100.0,3428.0,169.0,2924.0,169.0,451.0,0.0,53.0,0.0,170.0,0.0,1802.0,30.0,446.0,26.0,306.0,0.0,25.0,0.0,1195.0,4.0,3862466.0,6211905.0,6853754.0,300426.0,2450712.0,16640238.0,2190505.0,662543.0,2541675.0,15825819.0,7871324.0,553902.0,110889710.0,368034240.0,2162890.0,170457660.0,371224900.0,2567637.0,181268900.0,382134800.0,2412862.0
4,2022.0,Engineering,IR-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,45.17,67,4.0,2.0,2873.0,198.0,1387.0,218.0,4260.0,416.0,2701.0,379.0,1364.0,37.0,195.0,0.0,324.0,87.0,884.0,78.0,859.0,157.0,50.0,0.0,0.0,0.0,299.0,8.0,9170498.0,61156696.0,7034712.0,16878590.0,4542135.0,55027612.0,8147079.0,16491816.0,7099402.0,58637736.0,10536771.0,6409551.0,180235220.0,653995800.0,2861576.0,201756590.0,634374300.0,6913731.0,244292260.0,555847360.0,4170391.0
5,2022.0,Engineering,IR-E-C-1336,BMS Institute of Technology & Management,Bengaluru,Karnataka,33.76,199,4.0,2.0,2447.0,14.0,1128.0,15.0,3575.0,29.0,2471.0,26.0,959.0,3.0,145.0,0.0,246.0,8.0,752.0,12.0,875.0,10.0,0.0,0.0,4.0,0.0,119.0,10.0,4553865.0,17278212.0,41782784.0,2105698.0,5160211.0,12821458.0,82393530.0,2521504.0,4974227.0,9646044.0,31580792.0,256759.0,60700916.0,291401820.0,7839888.0,79953320.0,281399070.0,12116717.0,80432860.0,249971890.0,9223453.0
6,2022.0,Engineering,IR-E-C-1345,"P E S College of Engineering, Mandya",Mandya,Karnataka,37.4,137,4.0,2.0,1071.0,25.0,1703.0,57.0,2774.0,82.0,2536.0,82.0,238.0,0.0,0.0,0.0,506.0,16.0,2165.0,56.0,1984.0,45.0,0.0,0.0,87.0,16.0,600.0,11.0,3804565.0,14823621.0,998396.0,15234585.0,2993725.0,12608879.0,11093136.0,13413443.0,6137401.0,30839112.0,1721183.0,10521419.0,93970950.0,283240450.0,0.0,91605576.0,283240450.0,4425550.0,92429260.0,262073300.0,2245444.0
7,2022.0,Engineering,IR-E-C-1352,Nitte Meenakshi Institute of Technology,Bengaluru,Karnataka,34.97,183,4.0,2.0,3213.0,73.0,1057.0,58.0,4270.0,131.0,2471.0,126.0,1595.0,3.0,204.0,2.0,423.0,2.0,1029.0,51.0,525.0,18.0,40.0,0.0,53.0,0.0,834.0,35.0,5764360.0,19050628.0,21939928.0,24170786.0,5362152.0,18036128.0,18843230.0,17530870.0,4743196.0,26932200.0,16417612.0,7048457.0,197637390.0,320040000.0,12598094.0,335660480.0,311107070.0,17648256.0,228817890.0,283371600.0,28744360.0
8,2022.0,Engineering,IR-E-C-1371,New Horizon College of Engineering,Bengaluru,Karnataka,38.18,121,4.0,2.0,3445.0,24.0,1478.0,20.0,4923.0,44.0,2929.0,39.0,1884.0,5.0,110.0,0.0,334.0,15.0,1640.0,23.0,1077.0,8.0,97.0,2.0,0.0,0.0,800.0,28.0,2332218.0,23481580.0,65080056.0,6817281.0,2446558.0,16120058.0,68152390.0,5042581.0,1983781.0,23413880.0,89678080.0,5726355.0,159012930.0,375416160.0,7156187.0,109394380.0,378087300.0,8274974.0,102673540.0,377002080.0,1713212.0
9,2022.0,Engineering,IR-E-C-1400,NMAM Institute of Technology,"Nitte, Udupi",Karnataka,35.27,175,4.0,2.0,2997.0,70.0,1451.0,67.0,4448.0,137.0,4034.0,133.0,414.0,4.0,0.0,0.0,700.0,5.0,956.0,61.0,716.0,2.0,57.0,0.0,0.0,0.0,883.0,64.0,8059394.0,16238145.0,633120.0,1452325.0,5416148.0,41538270.0,8572412.0,2392520.0,5829313.0,25764702.0,5165060.0,2164432.0,188385700.0,315232930.0,491399.0,252036110.0,328735170.0,3352491.0,231600590.0,303163550.0,2327891.0
10,2022.0,Engineering,IR-E-C-1406,C M R Institute of Technology,Bengaluru,Karnataka,35.11,180,4.0,2.0,2493.0,16.0,1207.0,12.0,3700.0,28.0,2766.0,23.0,827.0,5.0,107.0,0.0,444.0,3.0,1613.0,14.0,367.0,5.0,193.0,0.0,0.0,0.0,1497.0,12.0,4267615.0,59916396.0,0.0,718368.0,4989147.0,68816500.0,0.0,819232.0,5258616.0,62705788.0,0.0,0.0,162290370.0,187809800.0,6862279.0,180322620.0,212542080.0,5847257.0,199258240.0,182150690.0,6157731.0
11,2022.0,Engineering,IR-E-C-1412,JSS Science and Technology University,Mysuru,Karnataka,36.36,158,4.0,2.0,2657.0,156.0,1381.0,202.0,4038.0,358.0,3742.0,344.0,294.0,14.0,2.0,0.0,1230.0,110.0,1491.0,138.0,2121.0,230.0,34.0,4.0,91.0,0.0,475.0,14.0,10614426.0,16891804.0,66545490.0,786898.0,8604631.0,17413572.0,23706868.0,7290962.0,4481890.0,22997900.0,21992000.0,895638.0,150789780.0,483256130.0,8868087.0,166215970.0,417241470.0,14732720.0,155958500.0,415469600.0,8461538.0
12,2022.0,Engineering,IR-E-C-16504,Sri Venkateswara College of Engineering and Technology,Chittoor,Andhra Pradesh,33.77,198,4.0,2.0,1978.0,88.0,1244.0,21.0,3222.0,109.0,2475.0,98.0,391.0,8.0,356.0,3.0,1567.0,49.0,1655.0,60.0,2789.0,0.0,308.0,97.0,85.0,5.0,40.0,7.0,7119458.0,29606456.0,16356589.0,1756408.0,12020548.0,29505258.0,16256565.0,1747408.0,12018459.0,29406144.0,17245356.0,1746204.0,78562456.0,182740450.0,2950457.0,74462540.0,179840540.0,2840568.0,70451544.0,169835470.0,2835458.0
13,2022.0,Engineering,IR-E-C-16547,Sri Sairam Engineering College,Kancheepuram,Tamil Nadu,36.41,157,4.0,2.0,2577.0,61.0,1892.0,82.0,4469.0,143.0,3828.0,107.0,632.0,36.0,9.0,0.0,0.0,0.0,2671.0,66.0,219.0,14.0,211.0,0.0,0.0,0.0,2241.0,52.0,4536700.0,44504800.0,71125600.0,13540000.0,3975400.0,13504800.0,28475176.0,8435215.0,3579445.0,12800902.0,22155996.0,5751683.0,193507000.0,376508000.0,17577434.0,180209520.0,323601760.0,14540200.0,134327470.0,319309200.0,12527466.0
14,2022.0,Engineering,IR-E-C-16560,Easwari Engineering College,Chennai,Tamil Nadu,35.07,181,4.0,2.0,2491.0,26.0,1006.0,30.0,3497.0,56.0,3457.0,54.0,40.0,2.0,0.0,0.0,550.0,9.0,2947.0,47.0,934.0,0.0,155.0,19.0,1712.0,28.0,696.0,9.0,2818590.0,11157434.0,11505147.0,11266751.0,2780957.0,9193939.0,10788036.0,10921722.0,2677596.0,11641812.0,9812258.0,10041057.0,252876100.0,190106560.0,4518156.0,247942660.0,188568380.0,4068327.0,228752200.0,169708930.0,4518446.0
15,2022.0,Engineering,IR-E-C-16576,Chennai Institute of Technology,Chennai,Tamil Nadu,35.27,175,4.0,2.0,2026.0,23.0,752.0,14.0,2778.0,37.0,2165.0,37.0,613.0,0.0,0.0,0.0,0.0,0.0,1841.0,37.0,658.0,2.0,1128.0,35.0,33.0,0.0,22.0,0.0,7667567.0,7507123.0,13624215.0,2426540.0,5273505.0,10260479.0,29106040.0,4330610.0,2531176.0,14836758.0,16177909.0,364512.0,68930030.0,197384720.0,19253924.0,110177120.0,240109900.0,18950000.0,48373270.0,219949900.0,13086670.0
16,2022.0,Engineering,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,50.5,48,4.0,2.0,2548.0,41.0,1345.0,54.0,3893.0,95.0,3410.0,90.0,435.0,5.0,48.0,0.0,715.0,55.0,1195.0,27.0,363.0,15.0,620.0,5.0,161.0,2.0,766.0,60.0,6447358.0,18006808.0,26938566.0,1631749.0,5174971.0,17391288.0,27312676.0,1813054.0,3338473.0,17385704.0,26915036.0,1579060.0,351211000.0,650544100.0,5299608.0,313034600.0,779518700.0,17799514.0,297255600.0,619293000.0,17799514.0
17,2022.0,Engineering,IR-E-C-16614,R.M.K. Engineering College,Thiruvallur,Tamil Nadu,36.46,154,4.0,2.0,2037.0,1.0,958.0,7.0,2995.0,8.0,2250.0,6.0,745.0,2.0,0.0,0.0,862.0,3.0,1978.0,5.0,638.0,0.0,52.0,1.0,56.0,0.0,2094.0,7.0,11073726.0,12100933.0,5663138.0,1956220.0,11610330.0,11850572.0,7040598.0,1932704.0,11114121.0,4589387.0,5230638.0,667313.0,190212450.0,290010560.0,8870015.0,196941490.0,288353660.0,8165208.0,212406600.0,292823070.0,7296552.0
18,2022.0,Engineering,IR-E-C-16626,Rajalakshmi Engineering College,Chennai,Tamil Nadu,40.47,95,4.0,2.0,4109.0,101.0,2854.0,130.0,6963.0,231.0,5507.0,190.0,1402.0,41.0,54.0,0.0,690.0,42.0,3348.0,183.0,388.0,58.0,2533.0,97.0,364.0,9.0,753.0,61.0,9547289.0,32896740.0,173658340.0,5963254.0,9396454.0,49052828.0,217074320.0,7489786.0,8985767.0,43739910.0,138488340.0,5359220.0,233221280.0,564789570.0,19671392.0,334114500.0,489423420.0,20873676.0,216831260.0,426987170.0,19363040.0
19,2022.0,Engineering,IR-E-C-17958,GMR Institute of Technology,Rajam,Andhra Pradesh,34.71,188,4.0,2.0,2742.0,24.0,940.0,4.0,3682.0,28.0,3410.0,26.0,272.0,2.0,0.0,0.0,833.0,6.0,2849.0,22.0,2013.0,12.0,68.0,2.0,18.0,0.0,1583.0,14.0,1622707.0,9461475.0,2736991.0,13133253.0,3127780.0,19102422.0,48652476.0,15935524.0,2711805.0,44818670.0,63376652.0,12057000.0,170764800.0,307731900.0,2464000.0,222932750.0,355923260.0,2213862.0,182550450.0,329025700.0,3907250.0
20,2022.0,Engineering,IR-E-C-18010,Velagapudi Ramakrishna Siddhartha Engineering College,Vijayawada,Andhra Pradesh,37.3,141,4.0,2.0,2915.0,77.0,2048.0,80.0,4963.0,157.0,4932.0,156.0,31.0,1.0,0.0,0.0,919.0,23.0,2802.0,96.0,2893.0,71.0,0.0,0.0,3.0,0.0,825.0,48.0,2316999.0,17319660.0,56300748.0,241961.0,1927576.0,46643860.0,74884750.0,830444.0,2198733.0,27982516.0,54357784.0,982769.0,32728178.0,315718900.0,4853030.0,52403068.0,300206340.0,4971743.0,50589416.0,319884700.0,2875152.0
21,2022.0,Engineering,IR-E-C-18254,Yeshwantrao Chavan College of Engineering,Nagpur,Maharashtra,34.88,185,4.0,2.0,3375.0,48.0,1642.0,51.0,5017.0,99.0,4895.0,98.0,122.0,1.0,0.0,0.0,563.0,2.0,2659.0,65.0,3042.0,21.0,95.0,30.0,10.0,0.0,75.0,16.0,2839421.0,13245497.0,1703499.0,218326.0,4192118.0,11974779.0,5160136.0,789137.0,4251940.0,12115284.0,2698389.0,98819.0,123169390.0,456252350.0,3043690.0,117576930.0,454311200.0,1504819.0,146337260.0,433488060.0,7234149.0
22,2022.0,Engineering,IR-E-C-18817,"G. H. Raisoni College of Engineering, Nagpur",Nagpur,Maharashtra,36.12,163,4.0,2.0,2418.0,81.0,1302.0,83.0,3720.0,164.0,3128.0,134.0,572.0,29.0,20.0,1.0,521.0,0.0,1794.0,15.0,1861.0,15.0,192.0,0.0,23.0,0.0,239.0,0.0,15634696.0,37623704.0,43953856.0,44834.0,26049968.0,6476715.0,51989120.0,115858.0,19301480.0,50059628.0,55053964.0,1298281.0,57708224.0,288775330.0,4056967.0,100015940.0,304681660.0,5932477.0,74336020.0,259038300.0,1199990.0
23,2022.0,Engineering,IR-E-C-18886,Shri Ramdeobaba College of Engineering and Management,Nagpur,Maharashtra,37.02,146,4.0,2.0,2358.0,65.0,1193.0,56.0,3551.0,121.0,2879.0,109.0,628.0,12.0,44.0,0.0,1230.0,0.0,881.0,63.0,173.0,10.0,112.0,0.0,0.0,0.0,1826.0,53.0,3392122.0,16712182.0,1162643.0,15340.0,4642155.0,46767172.0,8149906.0,21629.0,4050971.0,9799768.0,14653628.0,327170.0,88542904.0,428670850.0,111587.0,92993770.0,419329660.0,4443933.0,78211256.0,371305760.0,2998616.0
24,2022.0,Engineering,IR-E-C-19534,Goka Raju Ranga Raju Institute of Engineering & Technology,Hyderabad,Telangana,36.79,148,4.0,2.0,3511.0,97.0,1748.0,71.0,5259.0,168.0,5024.0,160.0,235.0,8.0,0.0,0.0,479.0,4.0,2647.0,121.0,2455.0,56.0,9.0,0.0,66.0,0.0,596.0,69.0,5423380.0,16570594.0,76890456.0,4446059.0,4210356.0,17378512.0,42285876.0,9031472.0,4284300.0,20296132.0,53789656.0,7303085.0,119560210.0,334685100.0,8657386.0,130775280.0,331814530.0,7874639.0,157170750.0,326497340.0,7792303.0
25,2022.0,Engineering,IR-E-C-19582,Vidya Jyothi Institute of Technology,Hyderabad,Telangana,33.7,200,4.0,2.0,2259.0,81.0,2024.0,51.0,4283.0,132.0,3378.0,102.0,905.0,30.0,0.0,0.0,545.0,26.0,1837.0,81.0,1452.0,40.0,74.0,8.0,12.0,2.0,844.0,57.0,2373261.0,4017298.0,2211241.0,95250.0,1514817.0,1917500.0,3520105.0,87743.0,4404133.0,3613890.0,7086991.0,113175.0,141396660.0,275430750.0,6108235.0,147063890.0,274052800.0,5521173.0,167290620.0,230936000.0,2470672.0
26,2022.0,Engineering,IR-E-C-19607,CVR College of Engineering,Ibrahimpatan,Telangana,35.51,170,4.0,2.0,3111.0,73.0,1664.0,97.0,4775.0,170.0,3691.0,127.0,1084.0,43.0,0.0,0.0,449.0,23.0,2648.0,116.0,1512.0,56.0,51.0,0.0,12.0,0.0,1522.0,83.0,7998787.0,33601936.0,11150134.0,2036782.0,9866020.0,31894864.0,8189885.0,569291.0,6297722.0,31093232.0,9494402.0,812211.0,137028980.0,369955840.0,8223413.0,123330880.0,367820500.0,9168866.0,103814490.0,339667040.0,7548302.0
27,2022.0,Engineering,IR-E-C-19650,Vardhaman College of Engineering,Rangareddy,Telangana,36.15,162,4.0,2.0,2615.0,59.0,1208.0,30.0,3823.0,89.0,3654.0,85.0,164.0,4.0,5.0,0.0,420.0,1.0,2205.0,65.0,1107.0,59.0,9.0,1.0,2.0,0.0,1507.0,6.0,2094831.0,14198353.0,17894304.0,1072426.0,2841729.0,6985163.0,15850563.0,1341757.0,2600371.0,5364377.0,10949017.0,2048582.0,100817470.0,271530600.0,1414752.0,100211490.0,249311550.0,1208572.0,61512936.0,237948260.0,1799921.0
28,2022.0,Engineering,IR-E-C-19667,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology,Hyderabad,Telangana,39.04,113,4.0,2.0,3520.0,162.0,2057.0,108.0,5577.0,270.0,5210.0,247.0,353.0,23.0,14.0,0.0,532.0,5.0,3107.0,198.0,1876.0,71.0,14.0,2.0,0.0,0.0,1749.0,130.0,4419432.0,4704935.0,13932501.0,11445251.0,3823355.0,26543790.0,7848324.0,4638184.0,4354755.0,15735474.0,9127400.0,2276276.0,85024536.0,442554900.0,2561555.0,93948190.0,461069060.0,12966374.0,106653920.0,458026300.0,16072277.0
29,2022.0,Engineering,IR-E-C-19747,Anurag University,Hyderabad,Telangana,37.33,140,4.0,2.0,2938.0,112.0,2712.0,132.0,5650.0,244.0,4046.0,146.0,1604.0,98.0,0.0,0.0,1031.0,24.0,1910.0,98.0,2210.0,102.0,252.0,15.0,51.0,3.0,428.0,2.0,2854233.0,9730672.0,67104844.0,5057838.0,2000140.0,8954585.0,110180710.0,3489368.0,1747627.0,4216734.0,53471930.0,1150124.0,126940570.0,411141600.0,6737425.0,73831620.0,403014800.0,7057136.0,151495730.0,313624540.0,1509399.0
30,2022.0,Engineering,IR-E-C-19754,SR University,Warangal,Telangana,40.69,91,4.0,2.0,1653.0,116.0,1586.0,115.0,3239.0,231.0,2392.0,174.0,842.0,57.0,5.0,0.0,551.0,42.0,2137.0,92.0,1571.0,82.0,413.0,17.0,32.0,3.0,672.0,32.0,2938647.0,44164524.0,15461867.0,19362358.0,2775432.0,37475600.0,12974619.0,17683076.0,2506437.0,30761088.0,7629689.0,14951044.0,130136760.0,274769000.0,4274397.0,124287460.0,255820380.0,5916380.0,88824230.0,235256400.0,2270162.0
31,2022.0,Engineering,IR-E-C-24004,AU College of Engineering (A),Visakhapatnam,Andhra Pradesh,42.76,77,4.0,2.0,1062.0,554.0,942.0,466.0,2004.0,1020.0,1773.0,970.0,121.0,4.0,110.0,46.0,312.0,112.0,1528.0,734.0,1082.0,645.0,11.0,0.0,38.0,10.0,709.0,191.0,15875691.0,607248450.0,74581430.0,72954660.0,10865898.0,557324700.0,45261330.0,69934570.0,7031566.0,432106240.0,38167440.0,54742908.0,145454740.0,542843500.0,6232376.0,121245670.0,431834050.0,4598031.0,94764660.0,419110140.0,5207758.0
32,2022.0,Engineering,IR-E-C-25622,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,35.84,166,4.0,2.0,2964.0,125.0,1602.0,88.0,4566.0,213.0,4080.0,200.0,389.0,13.0,97.0,0.0,335.0,5.0,1701.0,160.0,1582.0,59.0,241.0,41.0,10.0,0.0,203.0,65.0,4603639.0,4484345.0,16902300.0,1605980.0,3827029.0,4153847.0,18858368.0,1930040.0,1267660.0,54282948.0,15727866.0,7684114.0,171569220.0,593578400.0,4793656.0,147525150.0,510112640.0,2285438.0,221803400.0,573930500.0,211900.0
33,2022.0,Engineering,IR-E-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu,41.1,85,4.0,2.0,2305.0,84.0,1193.0,123.0,3498.0,207.0,3428.0,207.0,70.0,0.0,0.0,0.0,988.0,15.0,2168.0,177.0,745.0,0.0,133.0,0.0,29.0,0.0,2249.0,192.0,4132607.0,56806348.0,3446449.0,10611119.0,6423279.0,63552788.0,5272226.0,11213198.0,3215787.0,46153830.0,2103903.0,8144794.0,48698656.0,346621340.0,9099428.0,104286380.0,374407000.0,19536304.0,104079280.0,350296420.0,14068997.0
34,2022.0,Engineering,IR-E-C-26929,Sree Vidyanikethan Engineering College,Tirupati,Andhra Pradesh,36.08,165,4.0,2.0,3672.0,12.0,2054.0,14.0,5726.0,26.0,5559.0,26.0,39.0,0.0,128.0,0.0,1263.0,7.0,3135.0,5.0,3288.0,12.0,3.0,0.0,0.0,0.0,1107.0,0.0,506124.0,18714480.0,12742405.0,143454.0,4073117.0,14760019.0,24060752.0,367638.0,1653229.0,23419724.0,21865156.0,360608.0,201958480.0,283191460.0,2386635.0,234113660.0,342288640.0,2192755.0,158589600.0,350483900.0,1750301.0
35,2022.0,Engineering,IR-E-C-27058,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,37.79,129,4.0,2.0,2167.0,55.0,1378.0,39.0,3545.0,94.0,3510.0,92.0,35.0,2.0,0.0,0.0,1094.0,7.0,2451.0,87.0,789.0,8.0,518.0,28.0,26.0,0.0,2212.0,58.0,3846829.0,18365656.0,36528556.0,281737.0,4421000.0,13802000.0,14311000.0,471000.0,4158000.0,19533000.0,15636000.0,322000.0,37928948.0,259627820.0,2521558.0,116323700.0,272439000.0,2141000.0,124979000.0,269700000.0,3839000.0
36,2022.0,Engineering,IR-E-C-27089,National Engineering College,Kovilpatti,Tamil Nadu,35.58,169,4.0,2.0,1671.0,9.0,846.0,39.0,2517.0,48.0,2509.0,48.0,8.0,0.0,0.0,0.0,204.0,2.0,2289.0,46.0,646.0,0.0,25.0,48.0,16.0,0.0,1806.0,0.0,1849114.0,8145864.0,304572.0,328471.0,2277544.0,14116100.0,2174465.0,1000000.0,2049440.0,7904126.0,4165828.0,1000000.0,25483624.0,139670700.0,7724033.0,61530840.0,147145970.0,3452867.0,75085400.0,154136770.0,7099402.0
37,2022.0,Engineering,IR-E-C-27616,University College of Engineering,Hyderabad,Telangana,38.49,117,4.0,2.0,649.0,334.0,680.0,340.0,1329.0,674.0,877.0,554.0,350.0,100.0,102.0,20.0,897.0,408.0,215.0,235.0,1098.0,643.0,0.0,0.0,0.0,0.0,14.0,0.0,5732000.0,30244000.0,5084668.0,1066142.0,6955122.0,37908730.0,12970048.0,2228400.0,5555802.0,30109876.0,8560090.0,1203000.0,52575000.0,483284320.0,8514172.0,50240090.0,473922500.0,13248920.0,8514172.0,471531520.0,12100987.0
38,2022.0,Engineering,IR-E-C-30045,"C.V. Raman Global University, Odisha",Bhubaneswar,Odisha,40.19,98,4.0,2.0,2940.0,204.0,1313.0,111.0,4253.0,315.0,1534.0,77.0,2576.0,195.0,143.0,43.0,2667.0,162.0,1329.0,37.0,721.0,36.0,802.0,68.0,583.0,34.0,1890.0,61.0,4436518.0,32585264.0,228614380.0,25963488.0,3746704.0,25265456.0,178736380.0,23136234.0,2585215.0,26216776.0,159146700.0,11438300.0,439864640.0,322843550.0,11745326.0,372029760.0,248408600.0,10540425.0,428559360.0,239154240.0,12645987.0
39,2022.0,Engineering,IR-E-C-30153,"Silicon Institute of Technology (SIT), Bhubaneswar",Bhubaneswar,Odisha,36.19,161,4.0,2.0,1416.0,4.0,886.0,3.0,2302.0,7.0,1124.0,2.0,1178.0,5.0,0.0,0.0,1120.0,5.0,690.0,2.0,271.0,3.0,177.0,2.0,201.0,1.0,1161.0,1.0,2416788.0,7520016.0,30323656.0,0.0,2645353.0,4044269.0,14295656.0,0.0,2553864.0,11043499.0,13360986.0,0.0,99282460.0,174076430.0,1353549.0,62413410.0,158458830.0,2265745.0,67677710.0,147588370.0,512749.0
40,2022.0,Engineering,IR-E-C-33641,"Veermata Jijabai Technological Institute (VJTI, Mumbai)",Mumbai,Maharashtra,38.29,119,4.0,2.0,1969.0,470.0,828.0,190.0,2797.0,660.0,2132.0,526.0,508.0,134.0,157.0,0.0,793.0,363.0,1226.0,250.0,1836.0,433.0,41.0,7.0,142.0,173.0,0.0,0.0,8365229.0,47669440.0,27565672.0,4463432.0,8934273.0,87410960.0,40374132.0,4494272.0,5265377.0,60497388.0,62191100.0,7723340.0,98281160.0,422302800.0,32995216.0,194257800.0,499211420.0,29989960.0,118343070.0,461409000.0,20562244.0
41,2022.0,Engineering,IR-E-C-33773,Bharatiya Vidya Bhavan`s Sardar Patel Institute of Technology,Mumbai,Maharashtra,35.62,167,4.0,2.0,820.0,20.0,384.0,13.0,1204.0,33.0,1182.0,33.0,22.0,0.0,0.0,0.0,89.0,0.0,277.0,3.0,199.0,0.0,0.0,0.0,0.0,0.0,167.0,3.0,1058379.0,4356800.0,3750168.0,0.0,1146814.0,1214547.0,9422473.0,1324621.0,977452.0,9726149.0,3294242.0,1195420.0,14097608.0,161434530.0,382295.0,28929164.0,143915680.0,124760.0,48928252.0,133691530.0,311441.0
42,2022.0,Engineering,IR-E-C-33777,Shri Vile Parle Kelavani Mandal`s Dwarkadas J. Sanghvi College of Engineering,Mumbai Suburban,Maharashtra,33.88,197,4.0,2.0,2276.0,18.0,664.0,7.0,2940.0,25.0,2898.0,20.0,42.0,5.0,0.0,0.0,440.0,0.0,73.0,0.0,146.0,0.0,6.0,0.0,17.0,0.0,344.0,0.0,1645442.0,20961666.0,32660400.0,0.0,2071483.0,38589320.0,48990550.0,0.0,1560209.0,24720528.0,27216974.0,0.0,121874060.0,326385340.0,5451390.0,103300940.0,298853020.0,6832865.0,54543116.0,259263140.0,4301851.0
43,2022.0,Engineering,IR-E-C-35417,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,37.75,131,4.0,2.0,1942.0,124.0,1035.0,155.0,2977.0,279.0,552.0,202.0,2425.0,77.0,0.0,0.0,1592.0,193.0,502.0,52.0,487.0,32.0,571.0,49.0,45.0,5.0,991.0,159.0,7903955.0,9757882.0,7162814.0,221510.0,6533000.0,20771000.0,133241000.0,4660000.0,6175441.0,20571000.0,50273604.0,4379800.0,63792000.0,200555000.0,715000.0,62552000.0,192477000.0,670000.0,87474000.0,188643000.0,260000.0
44,2022.0,Engineering,IR-E-C-36926,Kumaraguru College of Technology,Coimbatore,Tamil Nadu,39.32,108,4.0,5.0,3586.0,165.0,1453.0,157.0,5039.0,322.0,4904.0,312.0,135.0,10.0,0.0,0.0,2491.0,131.0,2253.0,173.0,301.0,13.0,94.0,50.0,5.0,0.0,4344.0,241.0,365937.0,18235140.0,565659.0,8891703.0,7516429.0,40156740.0,3894346.0,31515762.0,1884943.0,101555520.0,448519.0,21388972.0,174851490.0,354914270.0,3959834.0,269788350.0,373086500.0,5969353.0,281366180.0,378706500.0,2671250.0
